,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21
intID1203,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
intID1204,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
intID1205,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
intID1206,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
intID1207,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
intID1208,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
intID1209,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
intID1210,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
intID1211,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
intID1212,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
intID1213,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
intID1214,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
intID1215,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
intID1216,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
intID1217,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
intID1218,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
intID1219,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
intID1220,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
intID1221,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
intID1222,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
intID1223,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
intID1224,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
intID1225,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
intID1226,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
intID1227,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
intID1228,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
intID1229,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
intID1230,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
intID1231,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
intID1232,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
intID1233,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
intID1234,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
intID1235,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
intID1236,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
intID1237,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
intID1238,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
intID1239,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
intID1240,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
intID1241,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
intID1242,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
intID1243,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
intID1244,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
intID1245,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
intID1246,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
intID1247,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
intID1248,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
intID1249,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
intID1250,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
intID1251,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
intID1252,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
intID1253,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
intID1254,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
intID1255,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
intID1256,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
intID1257,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
intID1258,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
intID1259,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
intID1260,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
intID1261,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
intID1262,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
intID1263,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
intID1264,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
intID1265,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
intID1266,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
intID1267,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
intID1268,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
intID1269,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
intID1270,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
intID1271,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
intID1272,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
intID1273,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
intID1274,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
intID1275,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
intID1276,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
intID1277,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
intID1278,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
intID1279,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
intID1280,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
intID1281,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
intID1282,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
intID1283,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
intID1284,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
intID1285,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
intID1286,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
intID1287,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
intID1288,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
intID1289,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
intID1290,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
intID1291,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
intID1292,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
intID1293,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
intID1294,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
intID1295,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
intID1296,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
intID1297,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
intID1298,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
intID1299,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
intID1300,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
intID1301,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
intID1302,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
intID1303,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
intID1304,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
intID1305,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
intID1306,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
intID1307,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
intID1308,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
intID1309,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
intID1310,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
intID1311,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
intID1312,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0
intID1313,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
intID1314,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
intID1315,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
intID1316,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
intID1317,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
intID1318,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
intID1319,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
intID1320,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
intID1321,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
intID1322,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
intID1323,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
intID1324,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
intID1325,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0
intID1326,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
intID1327,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
intID1328,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
intID1329,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
intID1330,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0
intID1331,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0
intID1332,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0
intID1333,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
intID1334,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
intID1335,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
intID1336,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0
intID1337,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0
intID1338,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
intID1339,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
intID1340,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
intID1341,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0
intID1342,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
intID1343,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0
intID1344,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
intID1345,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0
intID1346,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
intID1347,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0
intID1348,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
intID1349,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
intID1350,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
intID1351,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
intID1352,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
intID1353,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0
intID1354,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0
intID1355,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
intID1356,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
intID1357,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
intID1358,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
intID1359,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
intID1360,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
intID1361,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0
intID1362,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0
intID1363,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
intID1364,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
intID1365,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
intID1366,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
intID1367,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
intID1368,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
intID1369,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
intID1370,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
intID1371,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
intID1372,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
intID1373,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0
intID1374,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
intID1375,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0
intID1376,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
intID1377,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1
intID1378,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0
intID1379,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
intID1380,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0
intID1381,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0
intID1382,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0
intID1383,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
intID1384,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
intID1385,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
intID1386,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1
intID1387,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
intID1388,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0
intID1389,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0
intID1390,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
intID1391,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0
intID1392,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
intID1393,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0
intID1394,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0
intID1395,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
intID1396,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
intID1397,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
intID1398,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
intID1399,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
intID1400,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
intID1401,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
intID1402,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1
intID1403,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
intID1404,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
intID1405,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
intID1406,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
intID1407,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1
intID1408,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
intID1409,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
intID1410,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
intID1411,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0
intID1412,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0
intID1413,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
intID1414,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1
intID1415,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1
intID1416,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
intID1417,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
intID1418,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1
intID1419,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
intID1420,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
intID1421,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
intID1422,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1
intID1423,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
intID1424,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
intID1425,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
intID1426,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
intID1427,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
intID1428,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
intID1429,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
intID1430,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
intID1431,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
intID1432,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
intID1433,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
intID1434,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
intID1435,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
intID1436,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
intID1437,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
intID1438,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
intID1439,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
intID1440,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
intID1441,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
intID1442,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
intID1443,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
intID1444,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
intID1445,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
intID1446,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
intID1447,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
intID1448,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
intID1449,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
intID1450,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
intID1451,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
intID1452,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
intID1453,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
intID1454,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
intID1455,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
intID1456,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
intID1457,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
intID1458,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
intID1459,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
intID1460,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
intID1461,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
intID1462,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
intID1463,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
intID1464,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
intID1465,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
intID1466,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
intID1467,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
intID1468,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
intID1469,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
intID1470,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
intID1471,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
intID1472,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
intID1473,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
intID1474,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
intID1475,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
intID1476,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
intID1477,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
intID1478,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
intID1479,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
intID1480,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
intID1481,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
intID1482,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
intID1483,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
intID1484,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
intID1485,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
intID1486,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
intID1487,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
intID1488,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
intID1489,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
intID1490,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
intID1491,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
intID1492,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
intID1493,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
intID1494,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
intID1495,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
intID1496,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
intID1497,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
intID1498,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
